duration,_type,ie_key,description,uploader,title,url,view_count,id
432,url,Youtube,,果籽,90後英國男推廣香港本土野生動物生態 深山set機等足3個月拍攝 望見野生中華穿山甲 有途人經過小便舉中指 #動物蘋台─果籽 香港 Apple Daily─原刊日期：20210109,Hn3IwC8l5Yk,,Hn3IwC8l5Yk
313,url,Youtube,,果籽,非洲納米比亞奇景一半沙漠一半海 $550划獨木舟近距離接觸海豹 體驗沙漠四騎垂直過山車 #籽想旅行—果籽 香港 Apple Daily—原刊日期：20201229,oaFB8tuYhu0,,oaFB8tuYhu0
409,url,Youtube,,果籽,屏山車癡寧花300萬買法拉利唔買樓 14歲揸「大膽車」撞車留院1個月 18歲排隊取車牌 ：「收到鍾意嘅車唔捨得賣」#CarMan—果籽 香港 Apple Daily—原刊日期：20190316,uFkT-6vJ2ak,,uFkT-6vJ2ak
313,url,Youtube,,果籽,素食健身教練靠植物性飲食法增肌 營養師指識配搭一樣可攝取足夠蛋白質 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20201230,34oTqV7Pqpg,,34oTqV7Pqpg
233,url,Youtube,,果籽,潛水教練珍藏平治Benz軍車和「三轆」寶馬BMW Isetta 二戰後生產全港不足10架：「唔稀罕林寶堅尼同法拉利！」 #CarMan—果籽 香港 Apple Daily—原刊日期：20190906,p8-BxakkHLk,,p8-BxakkHLk
298,url,Youtube,,果籽,政府推「智方便」簡易登入服務 AirPods Max 18K金版本賣84萬 WhatsApp1月停止支援部份舊電話 #GadgetGuy─果籽 香港 Apple Daily─原刊日期：20201230,w8umTW3Rng8,,w8umTW3Rng8
512,url,Youtube,,果籽,糖尿腳會受損冇知覺 鞋襪又緊又窄屬大忌 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20191030,yTzL1E3NqQY,,yTzL1E3NqQY
207,url,Youtube,,果籽,抗疫疲勞—長期抗疫失自主控制權 心理學家提醒可致焦慮症強迫症 切勿報復式消費滿足自己 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20210103,oYLrxLa-GuA,,oYLrxLa-GuA
1119,url,Youtube,,果籽,大肚就要棄養？2位寵主堅持毛孩是家人懷孕堅拒棄養 醫生話你知嬰兒與毛茸茸寵物相處對抵抗力有冇影響 訓犬師教路迎接小主人必學4招 #動物蘋台—果籽 香港 Apple Daily—20190809,db61hSh0j8E,,db61hSh0j8E
871,url,Youtube,,果籽,深水埗旺角大埔出名食店秘笈大公開！劉森記醃蘿蔔食譜秘笈 漢發無敵豬膶秘技 旺角妹記爽魚皮食譜公開 #籽想好食—果籽 香港 Apple Daily—原刊日期：20180429,V_qoQsy4G5c,,V_qoQsy4G5c
1409,url,Youtube,,果籽,3個香港人移居日本故事 為5歲女愉快成長患癌慈父沖繩開潛水店 人妻帶兩貓一狗移居北海道 80後開製作公司拍旅遊節目 #逃走他鄉的故事─果籽 香港 Apple Daily─原刊日期：20200815,KfZjTGiZVuQ,,KfZjTGiZVuQ
374,url,Youtube,,果籽,80歲獨居老人與47歲殘疾養子4個月無見 疫情禁院舍探訪 婆婆每天等電話望能見面：「 聽見聲音已經滿足！」#專題─果籽 香港 Apple Daily─原刊日期：20201209,Qe3JwaSgxGU,,Qe3JwaSgxGU
520,url,Youtube,,果籽,高達模型噴油場日租約$100任噴 達人教你噴油技巧教學！第一次學模型噴油10小時實錄 #GadgetGuy─果籽 香港 Apple Daily─原刊日期：20201230,uFKkgUL_zP8,,uFKkgUL_zP8
196,url,Youtube,,果籽,紋身男鍾情英國1967年古董小跑車 考車牌為揸MGB GT 比現代車難操控10倍：「冇冷氣但有速度」 #CarMan—果籽 香港 Apple Daily—原刊日期：20200301,pG238LGp3bA,,pG238LGp3bA
444,url,Youtube,,果籽,暖風機暖爐大比拼暖爐 暖風機4大類型購買指南與實機測試  機電教授教你安全貼士 #GadgetGuy─果籽 香港 Apple Daily─原刊日期：202012３０,x1Yy-WD5tOQ,,x1Yy-WD5tOQ
197,url,Youtube,,果籽,鍾愛合金玩具人手打磨求像真   宅男接手玩具廠圓童夢 #CarMan—果籽 香港 Apple Daily—原刊日期：20191201,Tttyg_jE8lQ,,Tttyg_jE8lQ
237,url,Youtube,,果籽,武肺疫苗—醫生點評三款疫苗 90%有效唔係防中招 八成人接種不等於疫情結束 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20201230,X_bipfgNuLI,,X_bipfgNuLI
206,url,Youtube,,果籽,飲酒宜忌—酒量可以練 烈酒能暖身 酒後忌沖熱水涼 濃茶解酒得唔得？ 中醫拆解飲酒迷思 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20200101,pCdDQsmH_gc,,pCdDQsmH_gc
195,url,Youtube,,果籽,生活Tips：4個免費食譜App推薦 入廚新手、氣炸鍋用家都啱用 #GadgetGuy─果籽 香港 Apple Daily─原刊日期：20200511,jYvXs6MRE6w,,jYvXs6MRE6w
1097,url,Youtube,,果籽,外賣災難—24歲仔疫下創業推上門收家居垃圾 全港月耗15億件塑膠餐具 餐廳月花5萬買環保外賣盒 可降解塑膠比普通塑膠更差？ #外賣災難 #專題 ─果籽 香港 Apple Daily,pkFZNuvjViA,,pkFZNuvjViA
389,url,Youtube,,果籽,初二開年飯— 中環鏞記78年風雨不變凌晨吃九大簋　必食豉椒炒蜆寓意員工發橫財（#籽想好食— 果籽 Apple Daily）,jdAK-iLp0lg,,jdAK-iLp0lg
471,url,Youtube,,果籽,"疫境創業—疫下設廠搞香港製造 本地檸檬與果皮製Tonic Water月賣10,000支 餐廳合資開餅廠救小店 #專題─果籽 香港 Apple Daily─原刊日期：20201230",hAsymmTdYAo,,hAsymmTdYAo
3136,url,Youtube,,果籽,"廢青不廢-合輯—另類唱腔被嘲似估歌仔有fans撐軒仔點讚 中大5**裸辭不跟大隊做老師 23歲老師當追星族$4,000買演唱會門票 #專題—果籽 香港 Apple Daily—原刊日期：202004",hRd1EF7j4H8,,hRd1EF7j4H8
278,url,Youtube,,果籽,carMAN—工程師落地盤都揸法拉利  曾被停牌入車會重學駕車禮儀 #CarMan—果籽 香港 Apple Daily—原刊日期：20191214,SY9uUFeJjr4,,SY9uUFeJjr4
652,url,Youtube,,果籽,大陸7人SUV—東風Glory 580老翻平治Audi寶馬設計 塑膠內櫳油門遲鈍22萬低價搶灘 #CarMan─果籽 香港 Apple Daily─原刊日期：20201209,UPcoLm992mA,,UPcoLm992mA
722,url,Youtube,,果籽,-40℃遊全球最冷城市俄羅斯西伯利亞Yakutsk 室外凍過雪櫃！逛室外街市 記者親嚐生馬肉內臟學做戰鬥民族 #籽想旅行─果籽 香港 Apple Daily─原刊日期：20201230,-Jf7RFE3dk8,,-Jf7RFE3dk8
289,url,Youtube,,果籽,carMAN—Figure達人30歲前圓夢擁法拉利 488 Pista開篷超跑有錢買唔到 #CarMan—果籽 香港 Apple Daily—原刊日期：20190809,kOPPcTC5dr0,,kOPPcTC5dr0
242,url,Youtube,,果籽,Bose Sport Earbuds運動耳機實測 比上代SoundSport Free輕一半 佩戴舒適穩定 #GadgetGuy─果籽 香港 Apple Daily─原刊日期：20201230,2xsEipTNYqs,,2xsEipTNYqs
219,url,Youtube,,果籽,非洲納米比亞—親訪納米比亞鬼城及死亡谷 解構世上最接近死亡地方成攝影朝聖地 #籽想旅行─果籽 香港 Apple Daily─原刊日期：20201227,lPo2KgdX_r4,,lPo2KgdX_r4
635,url,Youtube,,果籽,新年鮑魚-合輯—錶行董事濃雞湯代替鹽和蠔油秘製溏心鮑  乾鮑照燈看心要通透 懶人電子燉盅煮鮑法 #籽想好食—果籽 香港 Apple Daily—原刊日期：20190115,yglXVCpYe6I,,yglXVCpYe6I
464,url,Youtube,,果籽,香港舊相收藏家—英國人創網站全職寫港英歷史藏相逾二萬 打工儲錢為來港定居住足28年 #我好鍾意香港 #專題─果籽 香港 Apple Daily─原刊日期：20201230,TLO6RfVGI_A,,TLO6RfVGI_A
451,url,Youtube,,果籽,2020回顧—70後夫婦疫下棄居日本回流返港 望與港人齊上齊落：香港打緊一場逆境嘅波 #逃走他鄉的故事─果籽 香港 Apple Daily─原刊日期：20201209,WkXnLg80QiE,,WkXnLg80QiE
2132,url,Youtube,,果籽,跟葛民輝重遊福來邨緬懷成長地 六合彩之父夏春秋大談攪珠秘聞 94歲絲襪奶茶始祖日日返工收銀 #專題—果籽 香港 Apple Daily—原刊日期：20190718,_FWPI_MbBo8,,_FWPI_MbBo8
1240,url,Youtube,,果籽,寵物移民-合輯—主人為兔仔棄澳洲國籍花近百萬包專機移民 台灣朋友花4萬替香港好友遺犬移民 港夫妻帶愛貓移居台灣 拍片分享經驗助同路人 #動物蘋台—果籽 香港 Apple Daily—原刊日期：2020,WA_6JS_LhjA,,WA_6JS_LhjA
268,url,Youtube,,果籽,carMAN—飇車最愛458 Italia   香港法拉利會會長：下一步想開法拉利博物館 #CarMan—果籽 香港 Apple Daily—原刊日期：20200104,b-4OBA1Vxu8,,b-4OBA1Vxu8
582,url,Youtube,,果籽,日本代購—疫下月做6位數生意 搶福袋似屍殺列車 代購店主：5層樓梯都要照跑  #旅遊噏乜GO​ #籽想旅行—果籽 香港 Apple Daily—原刊日期：20201229,0BcXVoBxKAg,,0BcXVoBxKAg
310,url,Youtube,,果籽,車癡玩厭林寶堅尼法拉利 瞞住老婆藏70部電單車 超過100個頭盔70件配襯戰衣 最愛本田Honda：「好人性化」 #CarMan—果籽 香港 Apple Daily—原刊日期：20200201,nPtMMDN9io8,,nPtMMDN9io8
633,url,Youtube,,果籽,九款體質-合輯—氣虛易出汗 痰濕體質多吃冬瓜有助預防心血管病 多愁善感疑心重原來同體質有關 #健康蘋台—果籽 香港 Apple Daily—原刊日期：20190806,ES-JEESkUic,,ES-JEESkUic
154,url,Youtube,,果籽,武漢肺炎—疫情下驚感染孕婦壓力大易不適 留家自學孕期按摩紓緩減壓 報名即送$560限量按摩油 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20201230,xuurcz0ka6g,,xuurcz0ka6g
141,url,Youtube,,果籽,狗狗好去處2020—九龍區觀塘海旁西餐廳 10分鐘到觀塘碼頭狗公園 #動物蘋台—果籽 香港 Apple Daily—原刊日期：20201228,7uuLQqcGR5k,,7uuLQqcGR5k
280,url,Youtube,,果籽,2020回顧—Apple連續4個月出新機 破紀錄年推超過廿款新產品 iPhone12 M1 Mac 音響狂吸果粉錢 #GadgetGuy─果籽 香港 Apple Daily─原刊日期：20201230,euh7aOJ6fUI,,euh7aOJ6fUI
534,url,Youtube,,果籽,2020回顧—連登燈神媽咪麵腦癌獲眾籌50萬醫病 元朗狗場大火300人通宵救貓狗 港人齊感一方有難八方支援 #專題—果籽 香港 Apple Daily—原刊日期：20201229,r7tEoNAjOJQ,,r7tEoNAjOJQ
619,url,Youtube,,果籽,60後慾望狂—前I.T.公司董事棄百萬年薪搞電影 疫下賣樓還債自捧做帶貨KOL：發達是我們那代人的慾望 #專題—果籽 香港 Apple Daily—原刊日期：20201228,Gf8d_oELJgg,,Gf8d_oELJgg
464,url,Youtube,,果籽,嚴重抑鬱｜前教師壓力爆煲唔敢返工靠酒精度日 丈夫辭職陪伴：下半生不讓她第三次做傻事 #健康蘋台—果籽 香港 Apple Daily—原刊日期：20201229,H3aLG5DdeXg,,H3aLG5DdeXg
284,url,Youtube,,果籽,"非洲納米比亞—$1,200與獵豹納米比亞原野中散步 中途獵豹竟走失？ #籽想旅行—果籽 香港 Apple Daily—原刊日期：20201218",4XhDm0y-fA8,,4XhDm0y-fA8
177,url,Youtube,,果籽,冷知識—點解聽歌會起雞皮？ 飆高音易激發多巴胺引起快感所致 感性人會有更大反應 #健康蘋台—果籽 香港 Apple Daily—原刊日期：20201228,vyyfXuGsIbM,,vyyfXuGsIbM
295,url,Youtube,,果籽,carMAN—設計限量版成博物館藏品  林寶首位港設計師 偏愛哈利經典味 #CarMan—果籽 香港 Apple Daily—原刊日期：20200111,I1HSYgRasBE,,I1HSYgRasBE
313,url,Youtube,,果籽,GaN氮化鎵充電器 — iPhone 12充電器選擇 實測Verbatim、XPower、Adam、ProMini各款表現 #GadgetGuy—果籽 香港 Apple Daily—20201228,E1Ghzp7y1MM,,E1Ghzp7y1MM
210,url,Youtube,,果籽,起身食飯瞓覺通通有時間表 住院似獄中生活？醫生：有助病人建立規律生活習慣 #健康蘋台—果籽 香港 Apple Daily—原刊日期：20201229,BCvDTlszFSU,,BCvDTlszFSU
255,url,Youtube,,果籽,CNN指聖誕特別易分手 胃口增易失眠可能患季節性情緒失調 照燈有一定療效 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20201227,tjensDjTkGE,,tjensDjTkGE
479,url,Youtube,,果籽,A 19-year-old’s obsession with manhole covers of colonial Hong Kong—果籽 香港 Apple Daily—原刊日期：20201227,aUi46aLAWfs,,aUi46aLAWfs
289,url,Youtube,,果籽,回顧2020年武漢肺炎改變生活 戴足一年口罩如囚禁在港 艱難中市民仍樂觀面對：有低谷先有高山 #專題—果籽 香港 Apple Daily—原刊日期：20201228,ZC7UvK1lyUo,,ZC7UvK1lyUo
1185,url,Youtube,,果籽,到訪本地生活品味地區灣仔日月星街！法籍潮人間屋細一半都要住星街 最hea小社區街坊推介26間最chill餐廳小店 #灣仔日月星 #社區 | 人物─果籽 香港 Apple Daily,rIv7IxZEnzc,,rIv7IxZEnzc
1481,url,Youtube,,果籽,東京美女拉麵達人食勻東京4000碗拉麵 必食淺草拉麵老字號 銀座河豚拉麵日本獨創用料矜貴 教你反璞歸真 吃最普通的醬油拉麵 #拉麵達人 #籽想旅行合輯 #籽想旅行─果籽 香港 Apple Daily,9VaWm4DFU98,,9VaWm4DFU98
1426,url,Youtube,,果籽,80後香港夫婦東京創業35萬搞雞蛋仔美食車 日本大叔自學廣東話30年識聽識講識唱許冠傑  東京食物模型工房 雪花牛鮮魚最難整 #果籽日本 #籽想旅行合輯 #籽想旅行─果籽 香港 Apple Daily,0PzT81BOte8,,0PzT81BOte8
263,url,Youtube,,果籽,平玩非洲納米比亞「歐洲」小鎮 嘆龍蝦海鮮餐 必食7蚊隻新鮮生蠔 #籽想旅行─果籽 香港 Apple Daily─原刊日期：20201227,lmAu9t_mIcw,,lmAu9t_mIcw
294,url,Youtube,,果籽,80後《頭文字D》《灣岸》迷 買高橋啓介萬事得Mazda RX-7 現實版午夜馳騁「惡魔之Z」 #CarMan—果籽 香港 Apple Daily—原刊日期：20190504,3QHvazacgyU,,3QHvazacgyU
520,url,Youtube,,果籽,治療師教你4招解決貓貓咬人 主人長期遭貓咬至流血險棄養 拆解貓咪咬人意思 #馴貓記 #動物蘋台─果籽 香港 Apple Daily─原刊日期：20201209,m5wL1HRdrRo,,m5wL1HRdrRo
463,url,Youtube,,果籽,玩轉屯赤隧道—揸開篷大發Copen睇真結構試路況 黑點塞車位不多交通唔算混亂 #CarMan—果籽 香港 Apple Daily—原刊日期：20201229,CKl2WYX-Zms,,CKl2WYX-Zms
487,url,Youtube,,果籽,為作災難準備？每人都應有一個「逃生包」！#專題─果籽 香港 Apple Daily─原刊日期：20200303,aOej5o2EEXM,,aOej5o2EEXM
396,url,Youtube,,果籽,素食—營養師點評素食人龍潮店主打菜 三大素食陷阱越食越肥 怕凍素食者建議飲豆奶保暖 #健康蘋台─果籽 香港 Apple Daily─原刊日期：202012２５,pzqcqOABxlo,,pzqcqOABxlo
214,url,Youtube,,果籽,吃養生火鍋未必有益 用濃湯灼菜或會肥過食肉 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20191218,vdc4dUDQvuc,,vdc4dUDQvuc
1230,url,Youtube,,果籽,85歲造字匠師承書法名家自製二千字庫 磨水石師傅×水泥藝術家復修百年手雕水磨石柱招牌 渠王墨寶拍得住九龍皇帝專揀旺位 #香港造字匠 #社區 | 人物─果籽 香港 Apple Daily,zd6RFxwHR90,,zd6RFxwHR90
809,url,Youtube,,果籽,重溫尖沙咀香檳大廈歲月 前身有錢人聚居地 現1800呎豪宅變一樓一集中地 半世紀僅存雜貨舖 介紹香港奇食星座番茄麵＋新記芝士麵 #專題—果籽 香港 Apple Daily—原刊日期：20190216,6_217SyOkmw,,6_217SyOkmw
515,url,Youtube,,果籽,"32歲攝影師月入$18,000用$13,000替家人還債1年不購物 過期月餅當早餐：「反修例後明白自由比物質重要」 #專題─果籽 香港 Apple Daily─原刊日期：20201227",glbSECCSo80,,glbSECCSo80
1052,url,Youtube,,果籽,探索清湯腩由來！天后名店鮮牛腩炆足6次爽口無渣 湯分濃清兩派要隔渣三次先夠清 鏞記用極罕部位腩角熬足兩小時日限8份 #籽想好食─果籽 香港 Apple Daily─原刊日期：20200508,YFDFO3JCvto,,YFDFO3JCvto
493,url,Youtube,,果籽,月光族記者實試7日只用$750  前大學講師周華山低物慾生活逾10年：「源於年輕人看不到前景！」 #專題─果籽 香港 Apple Daily─原刊日期：20201225,RP38zEdTqyU,,RP38zEdTqyU
203,url,Youtube,,果籽,車仔麵陷阱多 清湯都唔好飲！飯後食香蕉可降水腫 豆卜高脂轉菜底更吸油 營養師拆解車仔麵卡路里陷阱 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20201227,PlFeK8AD9LY,,PlFeK8AD9LY
541,url,Youtube,,果籽,90年代中古寶馬BMW Z3 M Coupe樣子怪雞花名「小丑鞋」 英國買入2至5萬鎊有交易 優質二手極罕波箱過熱會卡住入波 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20201227,0n7oPqL4HG8,,0n7oPqL4HG8
789,url,Youtube,,果籽,血型減肥大全！4大血型飲食餐單 蝦頭真人實證速減35磅無痛減肥 健身教練分享運動建議 #健康蘋台—果籽 香港 Apple Daily—原刊日期：20201031,yt9MjATSjLM,,yt9MjATSjLM
219,url,Youtube,,果籽,生薑紅棗紅糖勝過人參蟲草？ 中醫：多暗瘡皮膚乾燥不宜飲用 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20191219,sMxYu2KxSqw,,sMxYu2KxSqw
159,url,Youtube,,果籽,瑞士人唔知瑞士總統係邊個？民主國瑞士嘅直接民主制係乜？全民參與政策制訂 事無大小都公投 #果籽瑞士 #籽想旅行─果籽 香港 Apple Daily─原刊日期：20200721,odBv6gutE7A,,odBv6gutE7A
224,url,Youtube,,果籽,頭皮硬係腫瘤？白蝕真係難斷尾？皮膚科疑問逐一拆解 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20200719,goYqXOPavu0,,goYqXOPavu0
1046,url,Youtube,,果籽,LMF大飛灰爆轉做燒酎吧老闆 廿四味Brian賣滑板成名店奇洛李維斯都到訪 3年開3 Barber店請客飲威士忌  #專題─果籽 香港 Apple Daily─原刊日期：20180821,hxVGnE2m74E,,hxVGnE2m74E
521,url,Youtube,,果籽,70後中佬棄名利搬入長洲整麵包 垃圾站撿家具 不婚不買樓：「賺少啲，買回多點生活」#專題─果籽 香港 Apple Daily─原刊日期：20201227,-9AdWjrH5Ak,,-9AdWjrH5Ak
741,url,Youtube,,果籽,39歲月光族購物狂買100萬衫碌爆卡 家人幫忙還債最後仍破產 身光頸靚指揮家戶口低見四位數 年輕人唔儲錢吃喝玩樂用晒成份糧 #專題─果籽 香港 Apple Daily─原刊日期：20180818,FZ4D9E78CHE,,FZ4D9E78CHE
471,url,Youtube,,果籽,AirPods Max開箱評測 耳機狂人Cato大讚佩戴舒適 睇戲值8千蚊 聽歌人聲低音強分析力弱 #GadgetGuy─果籽 香港 Apple Daily─原刊日期：20201226,sxXKyPpdyK0,,sxXKyPpdyK0
237,url,Youtube,,果籽,港鐵與AlipayHK明年1月開放QR Code入閘 Apple Car首款電動車或將現身 肯德基推出炸雞電競電腦 #GadgetGuy─果籽 香港 Apple Daily─原刊日期：20201227,bR8TeW2IKOc,,bR8TeW2IKOc
561,url,Youtube,,果籽,尋找香港消失的40年公園長凳 紙皮石長凳得返美孚有？長凳加扶手唔畀瞓 建築師：「政府想趕走不想見到嘅人！」 #香港拾遺遊 #社區 | 人物─果籽 香港 Apple Daily,XrnBM-V1OhU,,XrnBM-V1OhU
239,url,Youtube,,果籽,貓貓狗狗怕凍的3個表現 暖包為何是大忌？獸醫分析6個保暖方法  穿衣服視乎品種及年紀！#動物蘋台─果籽 香港 Apple Daily─原刊日期：20201225,T1k36sA7g1g,,T1k36sA7g1g
322,url,Youtube,,果籽,iOS 14.3 實試Apple ProRAW具專業相機級數 Apple Watch頂替專業儀器檢測心肺適能 #GadgetGuy─果籽 香港 Apple Daily─原刊日期：20201223,VmX5YmLstDU,,VmX5YmLstDU
281,url,Youtube,,果籽,攀沙巴神山3大攻略 如何克服高反成功攻頂？#馬拉搜奇 #籽想旅行─果籽 香港 Apple Daily─原刊日期：20190427,kAj2tuZHLKc,,kAj2tuZHLKc
254,url,Youtube,,果籽,貓狗皮膚病—逾2成寵物患皮膚病 獸醫講座拆解病症 立即報名送$190皮膚修護套裝 #動物蘋台─果籽 香港 Apple Daily─原刊日期：20201227,3GIwRl4nFJc,,3GIwRl4nFJc
5877,url,Youtube,,果籽,回到沒有水貨客的上水 重新認識北區發掘8個本地故事：老字號醬油舖文具店孖舖65年齊結業  90後租上水圍千呎村屋樓上生活樓下開cafe #來生不做北區人 ─果籽 香港 Apple Daily,1CaQGF6i7Xs,,1CaQGF6i7Xs
2339,url,Youtube,,果籽,"地盤文員神打驅200隻鬼 泰國師傅家養1,700隻鬼仔 白龍王原來唔係佛教？ 拆解齊時辰八字都落唔到降頭之謎 #靈異遊 #專題 ─果籽 香港 Apple Daily─原刊日期：20200822",DaocKMADTSg,,DaocKMADTSg
607,url,Youtube,,果籽,"24歲低慾望男中學畢業全職5年儲80萬月入$15,000只用$3,000 出世至今未去過旅行未拍過拖：「努力還是悠閒地過結果都一樣」 #專題─果籽 香港 Apple Daily",Cvp6dCerBlY,,Cvp6dCerBlY
442,url,Youtube,,果籽,花光首期存款為救心愛狗狗 愛犬先天食道異形無法進食再患皮膚病：「只要牠活着，甚麼都願意」#動物蘋台─果籽 香港 Apple Daily─原刊日期：20201227,chXw4tF5kdo,,chXw4tF5kdo
432,url,Youtube,,果籽,"非洲睇動物大遷徙10大攻略 3星營地服務已經優質！5日團承惠$33,200 坐熱氣球睇游牧民族馬賽人部落 肯亞與坦桑尼亞分別？ #動物大遷徙 #籽想旅行─果籽 香港 Apple Daily",G8XG_-17_U0,,G8XG_-17_U0
1048,url,Youtube,,果籽,自問有頭痛肩頭頸痛 就必讀18分鐘痛症寶典！11位醫生教你了解頭痛＋肩痛＋頸痛！10招伸展運動 物理治療師助你紓緩頭肩頸痛 糾正都市人不良姿勢 #健康蘋台—果籽 香港 Apple Daily,9SpiZJPivyA,,9SpiZJPivyA
244,url,Youtube,,果籽,兩地主廚拆解炭燒「味」力　日本親民免攞牌香港高檔設備貴 #追源尋味 #籽想旅行─果籽 香港 Apple Daily─原刊日期：20200126,rN03aos840A,,rN03aos840A
250,url,Youtube,,果籽,蝸居家電—日系上蒸下煮電熱鍋 實試蒸燒賣煎蛋飯 功能齊全品質有待改善 #籽想好食─果籽 香港 Apple Daily─原刊日期：20201223,yIgED8CV_f8,,yIgED8CV_f8
257,url,Youtube,,果籽,香港靚景:專業攝影師教點影日出雲海timelapse 睇天文台數據預測雲海幾時出現 #GadgetGuy─果籽 香港 Apple Daily─原刊日期：20200217,hWrioR5Cr8s,,hWrioR5Cr8s
410,url,Youtube,,果籽,陳凱琳Coffee都like 跟孕婦護理專家學大熱孕期按摩去水腫紓緩不適 報名即送$560專用精油 #健康蘋台─果籽 香港 Apple Daily─原刊日期：20201223,HxF82LFVf6U,,HxF82LFVf6U
921,url,Youtube,,果籽,兒童口罩—K Kwong檢測20款兒童口罩 兒科醫生提你防疫貼士與裝備 #健康蘋台—果籽 香港 Apple Daily—原刊日期：20201025,-XTxMpJPxVo,,-XTxMpJPxVo
1197,url,Youtube,,果籽,太空人—移民顧問唔移民寧做太空人 Keyman棄港台兩邊走舉家回流 為子女走佬去馬拉廿年夫妻分隔兩地 #太空人 #逃走他鄉的故事—果籽 香港 Apple Daily—原刊日期：20200821,rcdCqtd23BQ,,rcdCqtd23BQ
927,url,Youtube,,果籽,旅居港女唔做樓奴帶滿月B遊完南美再居台灣 瑜伽老師挪威台灣香港三邊走過游牧生活 #旅居港人 #逃走他鄉的故事─果籽 香港 Apple Daily─原刊日期：20181007,Gixbr_WGrHA,,Gixbr_WGrHA
974,url,Youtube,,果籽,2020遷徙記—80歲婆婆年輕受打壓從大陸逃港最終移民馬拉 新娘化妝師為子女擲350萬買兩個物業速逃葡萄牙 #2020遷徙記 #逃走他鄉的故事—果籽 香港 Apple Daily,kukFL8qSPDI,,kukFL8qSPDI
411,url,Youtube,,果籽,"南北極筍工—30歲港男登山家追夢成極地探險船嚮導  月薪$60,000包食宿帶人南極露營睇企鵝 #籽想旅行─果籽 香港 Apple Daily─原刊日期：20201223",j3AfnNsbIXs,,j3AfnNsbIXs
327,url,Youtube,,果籽,火鍋禁忌—經常打邊爐易水腫 豆腐配牛肉可引致脫髮影響性能力 濕疹人士最忌海鮮配啤酒#健康蘋台─果籽 香港 Apple Daily─原刊日期：20201223,hN1YckSCDOQ,,hN1YckSCDOQ
370,url,Youtube,,果籽,智慧城市藍圖2.0—智慧出行欠公私合作 專家指政府毋須落手做App 應開放數據給開發商#GadgetGuy—果籽 香港 Apple Daily—原刊日期：20201222,GbY_DnGpflo,,GbY_DnGpflo
377,url,Youtube,,果籽,澳門賽狗—格力犬是跑速最快跑犬種 天生性格居然是懶洋洋 #動物百科 #動物蘋台—果籽 香港 Apple Daily—原刊日期：20201221,-xfgaAl1hfs,,-xfgaAl1hfs
659,url,Youtube,,果籽,亞洲第一人—博士女高音配搭空中絲帶舞唱花腔歌劇 勒緊身體連呼吸都難 疫情No Show也要唱下去 #專題─果籽 香港 Apple Daily─原刊日期：20201223,C99MAqMUvIY,,C99MAqMUvIY
995,url,Youtube,,果籽,秋季養生—中醫推薦18款養肺潤燥湯水茶療 穴位按摩增強抵抗力 #健康蘋台—果籽 香港 Apple Daily—原刊日期：20200922,C398tg9Ookg,,C398tg9Ookg
265,url,Youtube,,果籽,百年包浩斯：深入德國發源地學校 4分鐘解構「醜怪」變簡約美學風格 #籽想旅行─果籽 香港 Apple Daily─原刊日期：20200505,MqmGCcnikQ0,,MqmGCcnikQ0
205,url,Youtube,,果籽,人狗好去處：佐敦寵物友善酒店 千五蚊包狗狗一晚住宿加雙人早餐 #動物蘋台─果籽 香港 Apple Daily─原刊日期：202007008,VYTgsvlzGO8,,VYTgsvlzGO8
2066,url,Youtube,,果籽,麻甩食堂—樓南光真心推介鑊氣炒麵無油小炒王 孝哥邵仲衡教吃飽肚素食 王宗堯拖麻甩女後巷食串燒最愛雞翼山同燒吞拿魚鮫 #麻甩食堂 #籽想好食—果籽 香港 Apple Daily,7LX677qaSKg,,7LX677qaSKg
1988,url,Youtube,,果籽,港人移民台灣故事│港女做台灣人妻與公婆同住無隔膜 桃園租金平港人開糕點店圓夢  前香港警察愛民主移居台中創業開文具店 #移民台灣 #逃走他鄉的故事─果籽 香港 Apple Daily,5dMHnDtNKms,,5dMHnDtNKms
1090,url,Youtube,,果籽,長洲香燭舖老闆鬼故王告誡唔好撩鬼攞命 保安員講鬼古巡樓遇到有女仔踎喺度點算好？ 觀塘猛鬼戲院金茂坪荒廢30年重建 #街坊講鬼古 #專題─果籽 香港 Apple Daily─原刊日期：20170915,gr-K2HpEGtk,,gr-K2HpEGtk
655,url,Youtube,,果籽,華富邨街坊自組儲蓄社 低息借錢買電器封利是去旅行 儲錢賺最多6厘息好過擺銀行 #社區 | 人物─果籽 香港 Apple Daily─原刊日期：20201223,WPeEav45VuQ,,WPeEav45VuQ
